name,url,dob,collage,from_year,to_year,pos,height,weight,nba_debut,career_length,g,pts,trb,ast
Walt Simon,https://www.basketball-reference.com/players/s/simonwa01.html,"December 1, 1939",Benedict College,1968,1974,F-G,6-6,200,,7 years,541,11.9,5.0,2.7
Marko Simonovic,https://www.basketball-reference.com/players/s/simonma01.html,"October 15, 1999",None,2022,2023,C,6-11,216,"November 22, 2021",2 years,16,1.4,0.8,0.0
Anfernee Simons,https://www.basketball-reference.com/players/s/simonan01.html,"June 8, 1999",None,2019,2023,G,6-3,181,"October 30, 2018",5 years,273,12.6,2.3,2.5
Dickey Simpkins,https://www.basketball-reference.com/players/s/simpkdi01.html,"April 6, 1972",Providence,1995,2002,F,6-9,248,"November 4, 1994",7 years,327,4.2,3.6,0.9
Ralph Simpson,https://www.basketball-reference.com/players/s/simpsra01.html,"August 10, 1949",Michigan State,1971,1980,G-F,6-5,200,"October 22, 1976",10 years,705,16.7,3.7,3.3
Zavier Simpson,https://www.basketball-reference.com/players/s/simpsza01.html,"February 11, 1997",Michigan,2022,2022,G,6-0,190,"April 5, 2022",1 year,4,11.0,5.3,7.5
Alvin Sims,https://www.basketball-reference.com/players/s/simsal01.html,"October 18, 1974",Louisville,1999,1999,G,6-4,235,"April 28, 1999",1 year,4,2.8,1.0,1.3
Bob Sims,https://www.basketball-reference.com/players/s/simsbo01.html,"October 9, 1938",Pepperdine,1962,1968,G-F,6-5,220,"October 19, 1961",2 years,67,7.7,2.7,2.3
Courtney Sims,https://www.basketball-reference.com/players/s/simsco01.html,"October 21, 1983",Michigan,2008,2009,C,6-10,245,"October 31, 2007",2 years,5,1.2,1.2,0.2
Doug Sims,https://www.basketball-reference.com/players/s/simsdo01.html,"June 29, 1943",Kent State University,1969,1969,F,6-7,195,"November 1, 1968",1 year,4,1.0,1.0,0.0
Henry Sims,https://www.basketball-reference.com/players/s/simshe01.html,"March 27, 1990",Georgetown,2013,2016,C,6-10,248,"March 4, 2013",4 years,135,7.6,5.0,1.0
Jericho Sims,https://www.basketball-reference.com/players/s/simsje01.html,"October 20, 1998",Texas,2022,2023,F,6-10,245,"October 20, 2021",2 years,93,2.9,4.4,0.5
Scott Sims,https://www.basketball-reference.com/players/s/simssc01.html,"April 18, 1955",Missouri,1978,1978,G,6-1,170,"October 22, 1977",1 year,12,2.5,1.1,1.7
Kyle Singler,https://www.basketball-reference.com/players/s/singlky01.html,"May 4, 1988",Duke,2013,2018,F,6-8,228,"October 31, 2012",6 years,356,6.5,2.9,0.8
Sean Singletary,https://www.basketball-reference.com/players/s/singlse01.html,"September 6, 1985",Virginia,2009,2009,G,6-0,185,"November 4, 2008",1 year,37,2.4,0.9,0.8
Chris Singleton,https://www.basketball-reference.com/players/s/singlch01.html,"November 21, 1989",Florida State,2012,2014,F,6-8,230,"December 26, 2011",3 years,148,4.1,3.2,0.6
James Singleton,https://www.basketball-reference.com/players/s/singlja01.html,"July 20, 1981",Murray State,2006,2012,F,6-8,216,"November 2, 2005",5 years,243,3.9,3.7,0.4
McKinley Singleton,https://www.basketball-reference.com/players/s/singlmc01.html,"October 29, 1961",UAB,1987,1987,G,6-5,175,"October 31, 1986",1 year,2,2.0,0.0,0.5
Zeke Sinicola,https://www.basketball-reference.com/players/s/sinicze01.html,"January 25, 1929",Niagara University,1952,1954,G,5-10,165,"November 1, 1951",2 years,12,1.1,0.2,0.3
Deividas Sirvydis,https://www.basketball-reference.com/players/s/sirvyde01.html,"June 10, 2000",None,2021,2022,G-F,6-8,190,"January 6, 2021",2 years,23,1.9,1.5,0.3
Charlie Sitton,https://www.basketball-reference.com/players/s/sittoch01.html,"July 3, 1962",Oregon State,1985,1985,F,6-8,210,"October 30, 1984",1 year,43,2.1,1.4,0.6
Peyton Siva,https://www.basketball-reference.com/players/s/sivape01.html,"October 24, 1990",Louisville,2014,2014,G,6-0,185,"October 30, 2013",1 year,24,2.3,0.6,1.4
Scott Skiles,https://www.basketball-reference.com/players/s/skilesc01.html,"March 5, 1964",Michigan State,1987,1996,G,6-1,180,"November 11, 1986",10 years,600,11.1,2.5,6.5
Al Skinner,https://www.basketball-reference.com/players/s/skinnal01.html,"June 16, 1952",UMass,1975,1980,G,6-3,190,"October 22, 1976",6 years,337,9.1,3.3,2.8
Brian Skinner,https://www.basketball-reference.com/players/s/skinnbr01.html,"May 19, 1976",Baylor,1999,2012,F,6-9,255,"February 27, 1999",14 years,608,4.7,4.7,0.5
Tal Skinner,https://www.basketball-reference.com/players/s/skinnta01.html,"September 10, 1952",University of Maryland Eastern Shore,1975,1976,F-G,6-5,195,"October 17, 1974",2 years,145,4.6,4.2,1.0
Whitey Skoog,https://www.basketball-reference.com/players/s/skoogwh01.html,"November 2, 1926",Minnesota,1952,1957,G,5-11,180,"November 3, 1951",6 years,341,8.2,3.3,2.6
Jeff Slade,https://www.basketball-reference.com/players/s/sladeje01.html,"March 1, 1941",Kenyon College,1963,1963,F,6-6,220,"October 23, 1962",1 year,3,1.3,2.3,0.0
Reggie Slater,https://www.basketball-reference.com/players/s/slatere01.html,"August 27, 1970",Wyoming,1995,2003,F,6-7,215,"November 4, 1994",8 years,259,5.6,3.0,0.6
Jim Slaughter,https://www.basketball-reference.com/players/s/slaugji01.html,"May 13, 1928",South Carolina,1952,1952,C,6-11,210,"January 19, 1952",1 year,28,5.3,5.3,0.9
Jose Slaughter,https://www.basketball-reference.com/players/s/slaugjo01.html,"September 9, 1960",University of Portland,1983,1983,G,6-5,205,"November 3, 1982",1 year,63,3.6,1.1,0.8
Tamar Slay,https://www.basketball-reference.com/players/s/slayta01.html,"April 2, 1980",Marshall,2003,2005,G,6-8,215,"October 30, 2002",3 years,66,2.6,1.1,0.5
Donald Sloan,https://www.basketball-reference.com/players/s/sloando01.html,"January 15, 1988",Texas A&M,2012,2016,G,6-3,205,"January 11, 2012",5 years,218,5.5,2.1,3.0
Jerry Sloan,https://www.basketball-reference.com/players/s/sloanje01.html,"March 28, 1942",University of Evansville,1966,1976,G-F,6-5,195,"October 16, 1965",11 years,755,14.0,7.4,2.5
Uroš Slokar,https://www.basketball-reference.com/players/s/slokaur01.html,"May 14, 1983",None,2007,2007,F,6-10,238,"December 8, 2006",1 year,20,1.9,0.7,0.1
Tom Sluby,https://www.basketball-reference.com/players/s/slubyto01.html,"February 18, 1962",Notre Dame,1985,1985,G,6-4,200,"November 3, 1984",1 year,31,2.4,0.4,0.5
Alen Smailagić,https://www.basketball-reference.com/players/s/smailal01.html,"August 18, 2000",None,2020,2021,F,6-10,215,"December 27, 2019",2 years,29,3.0,1.5,0.6
Javonte Smart,https://www.basketball-reference.com/players/s/smartja01.html,"June 3, 1999",LSU,2022,2022,G,6-4,205,"December 4, 2021",1 year,17,3.0,1.4,0.9
Keith Smart,https://www.basketball-reference.com/players/s/smartke01.html,"September 21, 1964",Indiana,1989,1989,G,6-1,175,"November 5, 1988",1 year,2,1.0,0.5,1.0
Marcus Smart,https://www.basketball-reference.com/players/s/smartma01.html,"March 6, 1994",Oklahoma State,2015,2023,G,6-3,220,"October 29, 2014",9 years,581,10.6,3.5,4.6
Belus Smawley,https://www.basketball-reference.com/players/s/smawlbe01.html,"March 20, 1918",Appalachian State University,1947,1952,G-F,6-1,195,,6 years,261,12.7,2.8,2.3
Jack Smiley,https://www.basketball-reference.com/players/s/smileja01.html,"December 22, 1922",Illinois,1949,1950,F-G,6-3,190,"November 3, 1948",2 years,118,6.2,-,2.5
Adrian Smith,https://www.basketball-reference.com/players/s/smithad01.html,"October 5, 1936",Northeast Mississippi Community College,1962,1972,G,6-1,180,"October 21, 1961",11 years,772,11.3,2.1,2.3
Al Smith,https://www.basketball-reference.com/players/s/smithal01.html,"January 15, 1947",Bradley,1972,1976,G,6-1,185,,5 years,337,9.8,2.6,5.3
Bill Smith,https://www.basketball-reference.com/players/s/smithbi01.html,"April 26, 1939",Saint Peter's College,1962,1962,G-F,6-5,190,"October 19, 1961",1 year,9,2.6,1.8,0.8
Bingo Smith,https://www.basketball-reference.com/players/s/smithbi02.html,"February 26, 1946",Tulsa,1970,1980,F-G,6-5,195,"October 16, 1969",11 years,865,12.6,4.2,2.0
Bobby Smith,https://www.basketball-reference.com/players/s/smithbo01.html,"August 20, 1937",West Virginia,1960,1962,G,6-4,190,"November 1, 1959",2 years,13,2.8,2.5,1.1
Charles Smith,https://www.basketball-reference.com/players/s/smithch01.html,"July 16, 1965",Pitt,1989,1997,F-C,6-10,230,"November 4, 1988",9 years,564,14.4,5.8,1.4
Charles Smith,https://www.basketball-reference.com/players/s/smithch02.html,"November 29, 1967",Georgetown,1990,1996,G,6-1,160,"November 8, 1989",3 years,73,2.5,1.0,1.6
Charles Smith,https://www.basketball-reference.com/players/s/smithch04.html,"August 22, 1975",New Mexico,1998,2006,G,6-4,194,"November 11, 1997",5 years,142,5.1,1.4,0.9
Chris Smith,https://www.basketball-reference.com/players/s/smithch03.html,"May 17, 1970",UConn,1993,1995,G,6-3,190,"November 6, 1992",3 years,224,5.1,1.3,2.8
Chris Smith,https://www.basketball-reference.com/players/s/smithch05.html,"October 13, 1987",Manhattan College,2014,2014,G,6-2,200,"December 25, 2013",1 year,2,0.0,0.0,0.0
Clinton Smith,https://www.basketball-reference.com/players/s/smithcl01.html,"January 19, 1964",Ohio State,1987,1991,F,6-6,210,"October 31, 1986",2 years,46,2.9,1.3,1.1
Craig Smith,https://www.basketball-reference.com/players/s/smithcr01.html,"November 10, 1983",Boston College,2007,2012,F,6-7,250,"November 1, 2006",6 years,403,7.6,3.9,0.8
Deb Smith,https://www.basketball-reference.com/players/s/smithde01.html,"January 7, 1920",Utah,1947,1947,F,6-3,180,"November 2, 1946",1 year,48,1.5,-,0.1
Dennis Smith Jr.,https://www.basketball-reference.com/players/s/smithde03.html,"November 25, 1997",NC State,2018,2023,G,6-2,205,"October 18, 2017",6 years,270,10.3,3.0,4.4
Derek Smith,https://www.basketball-reference.com/players/s/smithde02.html,"November 1, 1961",Louisville,1983,1991,G-F,6-6,205,"January 12, 1983",9 years,408,12.8,3.2,2.1
Don Smith,https://www.basketball-reference.com/players/s/smithdo01.html,"July 27, 1920",Minnesota,1949,1949,G-F,6-2,190,,1 year,8,0.8,-,0.3
Don Smith,https://www.basketball-reference.com/players/s/smithdo02.html,"October 10, 1951",Dayton,1975,1975,G,6-0,160,"October 22, 1974",1 year,54,5.2,0.6,0.9
Donta Smith,https://www.basketball-reference.com/players/s/smithdo04.html,"November 27, 1983",Southeastern Illinois College,2005,2006,G-F,6-7,215,"November 26, 2004",2 years,61,2.7,1.1,0.8
Doug Smith,https://www.basketball-reference.com/players/s/smithdo03.html,"September 17, 1969",Missouri,1992,1996,F,6-10,220,"November 5, 1991",5 years,296,8.0,4.2,1.4
Dru Smith,https://www.basketball-reference.com/players/s/smithdr01.html,"December 30, 1997",University of Evansville,2023,2023,G,6-3,203,"October 26, 2022",1 year,15,2.9,1.6,1.5
Ed Smith,https://www.basketball-reference.com/players/s/smithed01.html,"July 5, 1929",Harvard University,1954,1954,F,6-6,180,"October 31, 1953",1 year,12,2.9,2.7,0.8
Elmore Smith,https://www.basketball-reference.com/players/s/smithel01.html,"May 9, 1949",Kentucky State University,1972,1979,C,7-0,250,"October 12, 1971",8 years,562,13.4,10.6,1.4
Garfield Smith,https://www.basketball-reference.com/players/s/smithga01.html,"November 18, 1945",Eastern Kentucky University,1971,1973,C-F,6-9,235,"October 13, 1970",3 years,134,3.2,3.3,0.4
Greg Smith,https://www.basketball-reference.com/players/s/smithgr01.html,"January 28, 1947",Western Kentucky,1969,1976,F,6-5,195,"October 19, 1968",8 years,524,7.8,6.2,1.8
Greg Smith,https://www.basketball-reference.com/players/s/smithgr02.html,"January 8, 1991",Fresno State,2012,2016,C,6-10,250,"February 19, 2012",5 years,149,4.0,3.3,0.3
Ish Smith,https://www.basketball-reference.com/players/s/smithis01.html,"July 5, 1988",Wake Forest,2011,2023,G,6-0,175,"October 26, 2010",13 years,762,7.3,2.4,3.8
J.R. Smith,https://www.basketball-reference.com/players/s/smithjr01.html,"September 9, 1985",None,2005,2020,G-F,6-6,225,"November 3, 2004",16 years,977,12.4,3.1,2.1
Jabari Smith,https://www.basketball-reference.com/players/s/smithja01.html,"February 12, 1977",LSU,2001,2005,C,6-11,250,"January 12, 2001",4 years,108,3.0,1.6,0.6
Jabari Smith Jr.,https://www.basketball-reference.com/players/s/smithja05.html,"May 13, 2003",Auburn,2023,2023,F,6-10,220,"October 19, 2022",1 year,79,12.8,7.2,1.3
Jalen Smith,https://www.basketball-reference.com/players/s/smithja04.html,"March 16, 2000",Maryland,2021,2023,F,6-10,215,"December 23, 2020",3 years,146,8.0,5.1,0.6
Jason Smith,https://www.basketball-reference.com/players/s/smithja02.html,"March 2, 1986",Colorado State,2008,2019,F-C,7-0,240,"October 31, 2007",11 years,616,6.1,3.4,0.7
Jerry Smith,https://www.basketball-reference.com/players/s/smithje01.html,"September 26, 1987",Louisville,2012,2012,G,6-2,190,"March 16, 2012",1 year,5,1.4,1.4,0.8
Jim Smith,https://www.basketball-reference.com/players/s/smithji01.html,"April 12, 1958",Ohio State,1982,1983,F,6-9,225,"October 31, 1981",2 years,76,2.9,2.5,0.6
Joe Smith,https://www.basketball-reference.com/players/s/smithjo02.html,"July 26, 1975",Maryland,1996,2011,F,6-10,225,"November 3, 1995",16 years,1030,10.9,6.4,1.0
John Smith,https://www.basketball-reference.com/players/s/smithjo01.html,"May 24, 1944",University of Southern Colorado,1969,1970,C,7-0,235,,2 years,147,5.9,8.3,0.8
Josh Smith,https://www.basketball-reference.com/players/s/smithjo03.html,"December 5, 1985",None,2005,2018,F,6-9,225,"November 3, 2004",13 years,894,14.5,7.4,3.1
Keith Smith,https://www.basketball-reference.com/players/s/smithke03.html,"March 9, 1964",Loyola Marymount,1987,1987,G,6-3,180,"October 31, 1986",1 year,42,3.3,0.8,1.0
Ken Smith,https://www.basketball-reference.com/players/s/smithke02.html,"July 12, 1953",Lon Morris College,1976,1976,F,6-7,185,,1 year,19,4.3,1.3,0.4
Kenny Smith,https://www.basketball-reference.com/players/s/smithke01.html,"March 8, 1965",UNC,1988,1997,G,6-3,170,"November 6, 1987",10 years,737,12.8,2.0,5.5
LaBradford Smith,https://www.basketball-reference.com/players/s/smithla02.html,"April 3, 1969",Louisville,1992,1994,G,6-3,200,"November 19, 1991",3 years,183,6.7,1.5,2.2
Larry Smith,https://www.basketball-reference.com/players/s/smithla01.html,"January 18, 1958",Alcorn State,1981,1993,F-C,6-8,215,"October 10, 1980",13 years,883,6.7,9.2,1.1
Leon Smith,https://www.basketball-reference.com/players/s/smithle01.html,"November 2, 1980",None,2002,2004,C,6-10,235,"January 17, 2002",2 years,15,2.2,2.2,0.2
Michael Smith,https://www.basketball-reference.com/players/s/smithmi01.html,"May 19, 1965",BYU,1990,1995,F,6-10,225,"November 17, 1989",3 years,141,5.0,1.5,1.0
Michael Smith,https://www.basketball-reference.com/players/s/smithmi02.html,"March 28, 1972",Providence,1995,2001,F,6-8,230,"November 4, 1994",7 years,449,5.6,7.1,1.5
Mike Smith,https://www.basketball-reference.com/players/s/smithmi03.html,"April 15, 1976",Louisiana-Monroe,2001,2001,F,6-8,195,"March 4, 2001",1 year,17,3.0,1.3,0.6
Nolan Smith,https://www.basketball-reference.com/players/s/smithno01.html,"July 25, 1988",Duke,2012,2013,G,6-2,185,"December 26, 2011",2 years,84,3.3,1.0,1.2
Otis Smith,https://www.basketball-reference.com/players/s/smithot01.html,"January 30, 1964",Jacksonville University,1987,1992,G-F,6-5,210,"November 28, 1986",6 years,375,10.5,3.8,1.8
Pete Smith,https://www.basketball-reference.com/players/s/smithpe01.html,Valdosta State University,None,1973,1973,F,6-6,205,,1 year,5,0.8,1.6,0.2
Phil Smith,https://www.basketball-reference.com/players/s/smithph01.html,"April 22, 1952",San Francisco,1975,1983,G,6-4,185,"October 18, 1974",9 years,659,15.1,3.0,3.9
Randy Smith,https://www.basketball-reference.com/players/s/smithra01.html,"December 12, 1948",Buffalo State,1972,1983,G-F,6-3,180,"October 12, 1971",12 years,976,16.7,3.7,4.6
Reggie Smith,https://www.basketball-reference.com/players/s/smithre01.html,"August 21, 1970",TCU,1993,1994,C,6-10,240,"November 8, 1992",2 years,66,1.5,1.8,0.1
Robert Smith,https://www.basketball-reference.com/players/s/smithro01.html,"March 10, 1955",UNLV,1978,1985,G,5-11,165,"October 19, 1977",7 years,229,5.0,1.3,1.8
Russ Smith,https://www.basketball-reference.com/players/s/smithru01.html,"April 19, 1991",Louisville,2015,2016,G,6-0,165,"November 4, 2014",2 years,27,2.0,0.6,0.7
Sam Smith,https://www.basketball-reference.com/players/s/smithsa01.html,"January 27, 1944",Louisville,1968,1971,F,6-7,230,,4 years,255,8.2,7.0,1.1
Sam Smith,https://www.basketball-reference.com/players/s/smithsa02.html,"January 8, 1955",UNLV,1979,1980,G,6-4,200,"January 28, 1979",2 years,46,6.8,1.4,1.3
Steve Smith,https://www.basketball-reference.com/players/s/smithst01.html,"March 31, 1969",Michigan State,1992,2005,G,6-7,200,"November 2, 1991",14 years,942,14.3,3.2,3.1
Steven Smith,https://www.basketball-reference.com/players/s/smithst03.html,"April 12, 1983",La Salle,2007,2007,F,6-8,235,"November 21, 2006",1 year,8,0.6,0.8,0.0
Stevin Smith,https://www.basketball-reference.com/players/s/smithst02.html,"January 24, 1972",Arizona State,1997,1997,G,6-2,208,"March 21, 1997",1 year,8,1.8,1.3,0.5
Theron Smith,https://www.basketball-reference.com/players/s/smithth01.html,"October 3, 1980",Ball State University,2004,2005,F,6-8,225,"November 8, 2003",2 years,53,2.8,3.0,0.7
Tony Smith,https://www.basketball-reference.com/players/s/smithto02.html,"June 14, 1968",Marquette,1991,2001,G,6-3,185,"November 9, 1990",9 years,457,5.5,1.6,1.9
William Smith,https://www.basketball-reference.com/players/s/smithwi01.html,"February 14, 1949",Syracuse,1972,1973,C,7-0,220,"October 15, 1971",2 years,30,6.8,4.8,0.7
Willie Smith,https://www.basketball-reference.com/players/s/smithwi02.html,"October 26, 1953",Missouri,1977,1980,G,6-2,170,"October 22, 1976",4 years,78,4.6,1.7,3.6
Zhaire Smith,https://www.basketball-reference.com/players/s/smithzh01.html,"June 4, 1999",Texas Tech,2019,2020,G,6-3,205,"March 25, 2019",2 years,13,3.7,1.2,0.9
Rik Smits,https://www.basketball-reference.com/players/s/smitsri01.html,"August 23, 1966",Marist College,1989,2000,C,7-4,250,"November 4, 1988",12 years,867,14.8,6.1,1.4
Mike Smrek,https://www.basketball-reference.com/players/s/smrekmi01.html,"August 31, 1962",Canisius,1986,1992,C,7-0,250,"November 2, 1985",7 years,194,2.9,2.2,0.3
Joe Smyth,https://www.basketball-reference.com/players/s/smythjo01.html,"May 22, 1929",Niagara University,1954,1954,F,6-3,215,"December 30, 1953",1 year,40,3.3,2.5,1.2
Xavier Sneed,https://www.basketball-reference.com/players/s/sneedxa01.html,"December 21, 1997",Kansas State,2022,2023,F,6-5,215,"December 31, 2021",2 years,13,1.7,0.8,0.5
Tony Snell,https://www.basketball-reference.com/players/s/snellto01.html,"November 10, 1991",New Mexico,2014,2022,G-F,6-6,213,"October 29, 2013",9 years,601,6.1,2.3,1.1
Eric Snow,https://www.basketball-reference.com/players/s/snower01.html,"April 24, 1973",Michigan State,1996,2008,G,6-3,190,"November 3, 1995",13 years,846,6.8,2.5,5.0
Dick Snyder,https://www.basketball-reference.com/players/s/snydedi01.html,"February 1, 1944",Davidson,1967,1979,G-F,6-5,207,"October 15, 1966",13 years,964,12.2,2.8,2.9
Kirk Snyder,https://www.basketball-reference.com/players/s/snydeki01.html,"June 5, 1983",Nevada,2005,2008,G,6-6,225,"November 3, 2004",4 years,211,6.3,2.3,1.1
Chips Sobek,https://www.basketball-reference.com/players/s/sobekch01.html,"February 10, 1920",Notre Dame,1950,1950,G-F,6-0,180,"November 1, 1949",1 year,60,5.8,-,1.6
Ricky Sobers,https://www.basketball-reference.com/players/s/soberri01.html,"January 15, 1953",UNLV,1976,1986,G,6-3,198,"October 26, 1975",11 years,821,13.3,2.6,4.3
Ron Sobie,https://www.basketball-reference.com/players/s/sobiero01.html,"September 21, 1934",DePaul,1957,1960,G,6-3,185,"October 27, 1956",4 years,192,8.4,4.1,1.8
Jeremy Sochan,https://www.basketball-reference.com/players/s/sochaje01.html,"May 20, 2003",Baylor,2023,2023,F,6-9,230,"October 19, 2022",1 year,56,11.0,5.3,2.5
Mike Sojourner,https://www.basketball-reference.com/players/s/sojoumi01.html,"October 16, 1953",Utah,1975,1977,C-F,6-9,225,"October 22, 1974",3 years,191,8.7,6.5,0.9
Willie Sojourner,https://www.basketball-reference.com/players/s/sojouwi01.html,"September 10, 1948",Weber State,1972,1975,C-F,6-8,225,,4 years,309,6.0,4.8,0.7
Will Solomon,https://www.basketball-reference.com/players/s/solomwi01.html,"July 20, 1978",Clemson,2002,2009,G,6-1,185,"November 2, 2001",2 years,115,5.1,1.1,2.0
Willie Somerset,https://www.basketball-reference.com/players/s/somerwi01.html,"March 17, 1942",Duquesne,1966,1969,G,5-8,170,"October 16, 1965",3 years,143,21.9,4.6,3.6
Darius Songaila,https://www.basketball-reference.com/players/s/songada01.html,"February 14, 1978",Wake Forest,2004,2011,F,6-9,248,"October 29, 2003",8 years,495,6.9,3.4,1.2
Dave Sorenson,https://www.basketball-reference.com/players/s/sorenda01.html,"July 8, 1948",Ohio State,1971,1973,F,6-8,225,"October 14, 1970",3 years,213,8.1,4.7,1.3
James Southerland,https://www.basketball-reference.com/players/s/southja01.html,"April 28, 1990",Syracuse,2014,2014,F,6-8,215,"November 29, 2013",1 year,4,3.5,2.0,0.0
Gino Sovran,https://www.basketball-reference.com/players/s/sovragi01.html,"December 17, 1924",Detroit Mercy,1947,1947,F-G,6-2,175,"November 22, 1946",1 year,6,1.8,-,0.2
Pape Sow,https://www.basketball-reference.com/players/s/sowpa01.html,"November 22, 1981",Cal State Fullerton,2005,2007,F,6-10,250,"November 13, 2004",3 years,76,2.9,2.8,0.2
Ken Spain,https://www.basketball-reference.com/players/s/spainke01.html,"October 6, 1946",Houston,1971,1971,C,6-9,225,,1 year,11,2.2,3.6,0.2
Ray Spalding,https://www.basketball-reference.com/players/s/spaldra01.html,"March 11, 1997",Louisville,2019,2021,F,6-10,215,"October 17, 2018",2 years,16,3.6,3.3,0.3
Jim Spanarkel,https://www.basketball-reference.com/players/s/spanaji01.html,"June 28, 1957",Duke,1980,1984,G-F,6-5,190,"October 17, 1979",5 years,259,9.7,2.5,2.2
Vassilis Spanoulis,https://www.basketball-reference.com/players/s/spanova01.html,"August 7, 1982",None,2007,2007,G,6-4,195,"November 4, 2006",1 year,31,2.7,0.7,0.9
Dan Sparks,https://www.basketball-reference.com/players/s/sparkda01.html,"April 17, 1945",Vincennes University,1969,1970,F,6-8,200,,2 years,67,6.5,4.5,0.7
Guy Sparrow,https://www.basketball-reference.com/players/s/sparrgu01.html,"November 2, 1932",Detroit Mercy,1958,1960,F,6-6,218,"October 23, 1957",3 years,150,7.8,4.9,0.9
Rory Sparrow,https://www.basketball-reference.com/players/s/sparrro01.html,"June 12, 1958",Villanova,1981,1992,G,6-2,175,"December 19, 1980",12 years,836,9.0,2.1,5.0
Odie Spears,https://www.basketball-reference.com/players/s/spearod01.html,"June 17, 1924",Western Kentucky,1949,1957,G,6-5,205,,8 years,479,8.7,4.0,1.9
Art Spector,https://www.basketball-reference.com/players/s/spectar01.html,"October 17, 1920",Villanova,1947,1950,F,6-4,200,,4 years,169,5.0,-,0.8
Marreese Speights,https://www.basketball-reference.com/players/s/speigma01.html,"August 4, 1987",Florida,2009,2018,C-F,6-10,255,"October 31, 2008",10 years,705,7.9,4.1,0.7
Omari Spellman,https://www.basketball-reference.com/players/s/spellom01.html,"July 21, 1997",Villanova,2019,2020,F,6-8,245,"October 17, 2018",2 years,95,6.8,4.3,1.0
Andre Spencer,https://www.basketball-reference.com/players/s/spencan01.html,"July 20, 1964",Northern Arizona University,1993,1994,F,6-6,210,"December 28, 1992",2 years,48,7.2,3.2,1.0
Elmore Spencer,https://www.basketball-reference.com/players/s/spencel01.html,"December 6, 1969",Georgia,1993,1997,C,7-0,270,"November 6, 1992",5 years,157,5.9,3.5,0.7
Felton Spencer,https://www.basketball-reference.com/players/s/spencfe01.html,"January 15, 1968",Louisville,1991,2002,C,7-0,265,"November 2, 1990",12 years,640,5.2,5.4,0.3
Lou Spicer,https://www.basketball-reference.com/players/s/spicelo01.html,"November 12, 1922",Syracuse,1947,1947,F,6-2,195,,1 year,4,0.3,-,0.0
Craig Spitzer,https://www.basketball-reference.com/players/s/spitzcr01.html,"December 18, 1945",Tulane,1968,1968,C,7-0,225,"January 20, 1968",1 year,10,1.8,2.4,0.0
Tiago Splitter,https://www.basketball-reference.com/players/s/splitti01.html,"January 1, 1985",None,2011,2017,F-C,6-11,245,"November 1, 2010",7 years,355,7.9,5.0,1.2
Art Spoelstra,https://www.basketball-reference.com/players/s/spoelar01.html,"September 11, 1932",Western Kentucky,1955,1958,C,6-9,220,"October 30, 1954",4 years,278,7.2,4.6,1.0
Bruce Spraggins,https://www.basketball-reference.com/players/s/spragbr01.html,"August 31, 1939",Virginia Union University,1968,1968,F,6-5,188,,1 year,70,12.2,4.7,0.9
Latrell Sprewell,https://www.basketball-reference.com/players/s/sprewla01.html,"September 8, 1970",Alabama,1993,2005,G,6-5,190,"November 6, 1992",13 years,913,18.3,4.1,4.0
Larry Spriggs,https://www.basketball-reference.com/players/s/sprigla01.html,"September 8, 1959",Howard University,1982,1986,F,6-7,230,"March 12, 1982",5 years,169,5.2,2.3,1.3
Jaden Springer,https://www.basketball-reference.com/players/s/sprinja01.html,"September 25, 2002",Tennessee,2022,2023,G,6-4,204,"October 20, 2021",2 years,18,2.4,0.9,0.4
Jim Springer,https://www.basketball-reference.com/players/s/sprinji01.html,"June 17, 1926",None,1949,1949,C,6-9,235,,1 year,2,0.5,-,0.0
Jim Spruill,https://www.basketball-reference.com/players/s/spruiji01.html,"February 26, 1923",Rice University,1949,1949,G,6-2,225,,1 year,1,2.0,-,0.0
Ryan Stack,https://www.basketball-reference.com/players/s/stackry01.html,"July 24, 1975",South Carolina,1999,2000,F,6-11,215,"February 18, 1999",2 years,43,2.3,1.8,0.2
Jerry Stackhouse,https://www.basketball-reference.com/players/s/stackje01.html,"November 5, 1974",UNC,1996,2013,G-F,6-6,218,"November 3, 1995",18 years,970,16.9,3.2,3.3
Kevin Stacom,https://www.basketball-reference.com/players/s/stacoke01.html,"September 4, 1951",Holy Cross,1975,1982,G,6-3,185,"October 19, 1974",6 years,347,5.1,1.5,1.5
Erv Staggs,https://www.basketball-reference.com/players/s/stagger01.html,"September 1, 1948",North Carolina A&T,1970,1970,F-G,6-6,195,,1 year,53,8.5,2.3,1.4
Bud Stallworth,https://www.basketball-reference.com/players/s/stallbu01.html,"January 18, 1950",Kansas,1973,1977,F-G,6-5,190,"October 10, 1972",5 years,313,7.7,2.8,0.7
Dave Stallworth,https://www.basketball-reference.com/players/s/stallda01.html,"December 20, 1941",Wichita State,1966,1975,F-C,6-7,200,"October 16, 1965",8 years,522,9.3,4.7,1.7
Ed Stanczak,https://www.basketball-reference.com/players/s/stanced01.html,"August 15, 1921",None,1950,1951,F,6-1,185,"November 3, 1949",2 years,76,7.6,1.9,1.0
Cassius Stanley,https://www.basketball-reference.com/players/s/stanlca01.html,"August 18, 1999",Duke,2021,2022,G,6-5,190,"December 26, 2020",2 years,33,2.7,1.2,0.2
Terence Stansbury,https://www.basketball-reference.com/players/s/stanste01.html,"February 27, 1961",Temple,1985,1987,G,6-5,170,"October 31, 1984",3 years,192,6.3,1.4,2.0
